,사이트,검색 키워드,기업이름,포지션이름,포지션이름 전처리,마감일,상시 채용 여부,경력_min,경력_max,학력,학력 세부정보,제출서류,채용절차,채용형태_전처리,근무시간,근무장소 시,근무장소 구,근무형태,Hard Skill,Soft Skill,Tool,hard plus,soft plus,tool plus,산업군 전처리,설립,사원 수,기업 평균 연봉,기업 유형 전처리,기업 유형 전처리 _세부,매출액,,접수방법,총점,복지 및 급여,업무와 삶의 균형,사내문화,승진 기회,경영진,기업추천율,CEO 지지율,성장 가능성,하이라이트+태그,퇴사,입사,링크
216,링크드인,Data Analyst,42dot,Data Analyst,데이터 분석가,999,999,2,999,999,,999,999,999,풀타임,서울,999,재택 대면 혼합,"데이터 분석, 비즈니스 분석, 기획, 전략","문제 정의, 인사이트 도출, 협업 능력, 커뮤니케이션, 경력 2년",없음,"차량 데이터, 데이터 분석, 데이터 시각화, 머신러닝, 딥러닝, 모델링, 빅데이터, 실시간 데이터 처리, 대시보드 구축","차량 데이터 분석 경험, 프로젝트 경험, 서비스 개발 경험","Tableau, BI, Spark, Flink",모빌리티,2019,540,6032,중소기업,999,33억 4백만원,,링크드인 지원,999,999,999,999,999,999,999,999,999,"연봉상위6~10%인원급성장301~1,000명설립4~9년인공지능IT, 컨텐츠",999,999,https://www.linkedin.com/jobs/search/?currentJobId=3901011980&distance=25&geoId=105149562&keywords=data%20analyst&origin=JOBS_HOME_KEYWORD_HISTORY&refresh=true
217,링크드인,Data Analyst,아고다,Analyst/Senior Analyst,데이터 분석가,999,999,4,999,관련 MBA/석사,"컴퓨터 과학, 수학, 공학, 과학, 경제 또는 금융",이력서,999,999,풀타임,서울,999,999,"데이터 분석, 데이터 사이언스, 비즈니스 분석, BI, 데이터 시각화, 모델링, 회귀, 로지스틱 회귀, 랜덤 포레스트, 머신러닝, 통계 모델링, A/B 테스트, 자동화, 프로그래밍 언어","컴퓨터 과학/ 수학/ 공학/ 과학/ 경제 또는 금융 학사, 커뮤니케이션, 주도적, 가설검증, 인사이트 도출, 창의성, 영어로 소통, 협업 능력, 문제 해결 능력, 경력 3~5년","Tableau, Excel, SQL, Python, R","여행, 전자상거래, 컨설팅, IT","관련 전공, 관련 자격증, 석사, MBA, 아시아 시장 경험",999,여행,2017,4000,"4,984",중소기업,999,"127억 9,266만원",,링크드인 지원,2.8,2.7,3.7,3.1,2.6,2.4,37,49,28,"IT, 컨텐츠",144,216,https://www.linkedin.com/jobs/search/?currentJobId=3750891553&distance=25&geoId=105149562&keywords=data%20analyst&origin=JOBS_HOME_KEYWORD_HISTORY&refresh=true
218,링크드인,Data Analyst,클로버추얼패션(CLOVirtualFashion),Data Analyst,데이터 분석가,999,999,0,0,999,,"이력서, 포트폴리오(선택)",[서류 검토] → [1차 인터뷰] → [2차 인터뷰(+Reference Check)] → [처우 협의] → [최종 합격],999,풀타임 ,서울,999,대면,"비즈니스 분석, 데이터 분석, 데이터 추출, 데이터 가공, 데이터 시각화, App/Web 서비스 데이터, Funnel 분석, 코호트 분석, Retention, AARRR,  사용자 행동 로그, CLV, A/B 테스트, 통계적 지식","논리적 사고, 문제 해결 능력, 인사이트 도출, 결과 해석, 영어로 소통, 통찰력, 액션 도출, 경력 3년","SQL, Tableau, Google Data Studio","App/Web 서비스 데이터, 사용자 행동 로그, 데이터 수집, 데이터 가공, 데이터 분석, 디지털 마케팅","마케팅 이해, 구독 비즈니스 이해, 프로젝트 경험, Agile한 조직 경험, 스타트업 경험",999,패션,2009,153,5987,중소기업,999,311억,,링크드인 지원,3.1,3,4.2,3.3,3,2.9,63,59,59,"연봉 업계 평균 이상, 지속 성장중인 기업, 퇴사율 10% 이하, 커피
 
 샐러드
 
 과일
 
 간식
 
 건강검진
 
 자기계발
 
 유연근무
 
 복지포인트
 
 연봉상위6~10%
 
 인원급성장
 
 51~300명
 
 설립10년이상
 
 퇴사율 6~10%
 
 사택
 
 IT, 컨텐츠",13,26,https://www.linkedin.com/jobs/search/?currentJobId=3856759772&distance=25&geoId=105149562&keywords=data%20analyst&origin=JOBS_HOME_KEYWORD_HISTORY&refresh=true
219,링크드인,Data Analyst,Toss Bank(토스뱅크),Data Analyst,데이터 분석가,999,999,7,999,999,,"이력서, 포트폴리오 이력서는 이렇게 작성하시는 걸 추천해요

그동안 해오신 업무 중 임팩트 있었던 프로젝트를 구체적으로 적어주세요.
진행했던 프로젝트의 문제정의-가설설정-실험설계 및 검증-결과의 과정이 드러나면 좋아요.
데이터 분석으로 서비스 이용 유저에 대해 깊이 이해하고 이를 통해 액션을 제시하신 경험이 있다면 적어주세요.
모바일 서비스 데이터 분석 방법(LTV, AARRR, Cohort, Funnel 등)을 깊게 활용해봤는지 확인하고 있어요.
목표를 달성했다면 이탈률, 전환율, 매출액 등 지표의 개선을 수치로 나타내주면 좋아요. (외부 공개가 민감한 사항일 경우, 해당 부분은 제외하여 주세요.)",서류 접수 > 사전 쿼리 테스트 > 1차 직무 인터뷰 > 2차 직무 인터뷰 > 문화적합성 인터뷰 > 처우 협의 > 최종 합격 및 입사,999,풀타임 ,서울,999,대면,"데이터 추출, 데이터 정제, Funnel 분석, 코호트 분석, Retention, AARRR, App/Web 서비스 데이터, CLV, 지표 설정, 데이터 웨어하우스, 데이터 시각화","가설 수립, 커뮤니케이션, 서비스 개선","Tableau, SQL, Superset",999,999,999,금융,2020,533,"8,742",중소기업,999,"7,556억 9천만원",,링크드인 지원,3.5,3.9,2.3,3,3,2.9,53,73,67,"연봉상위6~10%
인원급성장
301~1,000명
설립4~9년
성과급
상여금
커피
사내카페
단체보험
통신비
재택근무
금융",66,182,https://www.linkedin.com/jobs/search/?currentJobId=3227515845&distance=25&geoId=105149562&keywords=data%20analyst&origin=JOBS_HOME_KEYWORD_HISTORY&refresh=true
220,링크드인,Data Analyst,로레알,IT Data Engineer & Analyst,"데이터 분석가, 데이터 엔지니어",999,999,2,999,대졸(4년),999,이력서,999,999,풀타임,서울,999,재택 대면 혼합,"데이터 엔지니어링, 클라우드 환경, 데이터 아키텍쳐, 데이터 베이스, 데이터 재구조화, 스키마 설계, 최적화, 데이터 파이프라인 구축, 데이터 수집, 데이터 가공,  데이터 시각화","문제 해결 능력, 커뮤니케이션, 협업 능력, 커뮤니케이션, 영어로 소통, 경력 2년","Python, SQL, Power BI, QlikView, Tableau","데이터 웨어하우스 구축, 클라우드 환경, 데이터 파이프라인 구축",999,"BigQuery, GCP",화장품,999,1295,5165,대기업,999,"4,100억 2천만원",,링크드인 지원,2.8,2.6,2.5,2.7,3,2.4,41,50,18,제조,359,335,https://www.linkedin.com/jobs/search/?currentJobId=3879819320&distance=25&geoId=105149562&keywords=data%20analyst&origin=JOBS_HOME_KEYWORD_HISTORY&refresh=true#HYM
221,링크드인,Data Analyst,Parfums Christian Dior,CRM Data Analyst and Project Specialist,"데이터 분석가, 프로젝트 전문가",999,999,5,999,999,999,이력서,999,999,풀타임,서울,999,대면,"데이터 분석, 리테일/생활용품 산업, CRM, 마케팅 분석, 통계,","논리적 사고, 분석적 사고, 프로젝트 관리, 문제 정의, 성과 중심적, 전략적, 데이터 중심적 사고, 영어로 소통, 커뮤니케이션, 협업 능력, 경력 5년","SQL, Excel, 통계 소프트웨어",999,999,999,화장품,999,10000,999,999,999,999,,링크드인 지원,999,999,999,999,999,999,999,999,999,999,999,999,https://www.linkedin.com/jobs/search/?currentJobId=3810639031&distance=25&geoId=105149562&keywords=data%20analyst&origin=JOBS_HOME_KEYWORD_HISTORY&refresh=true
222,링크드인,Data Analyst,Viva Republica (Toss),Data Analyst (UX),데이터 분석가,999,999,7,999,999,,"이력서, 포트폴리오(선택)
그동안 해오신 업무 중 임팩트 있었던 프로젝트를 구체적으로 적어주세요.
NPS, 유저설문, 유저행동, 앱사용성 분석 등 UX관련한 분석 경험이 있으면 구체적으로 적어주세요
추상적인 개념을 구체적인 지표로 변환하여 측정하고 테스트를 통해 개선해나간 경험이 있으면 적어주세요.
진행했던 프로젝트의 문제정의-가설설정-실험설계 및 검증-결과의 과정이 드러나면 좋아요.
데이터 분석으로 서비스 이용 유저에 대해 깊이 이해하고 이를 통해 액션을 제시하신 경험이 있다면 적어주세요.
모바일 서비스 데이터 분석 방법(LTV, AARRR, Cohort, Funnel 등)을 깊게 활용해봤는지 확인하고 있어요.
목표를 달성했다면 이탈률, 전환율, 매출액 등 지표의 개선을 수치로 나타내주면 좋아요. (외부 공개가 민감한 사항일 경우, 해당 부분은 제외하여 주세요.)
",서류 접수 > 사전 쿼리 테스트 > 직무 인터뷰 > 문화적합성 인터뷰 > 레퍼런스 체크 > 처우 협의 > 최종 합격 및 입사,999,풀타임,서울,999,대면,999,999,999,999,999,#VALUE!,금융,2013,924,"8,153",스타트업,999,"3,361억 7,217만원",,링크드인 지원,3.6,4.2,2.3,3.4,3.4,3.3,59,74,63,"연봉상위1%
누적투자100억이상
인원급성장
퇴사율 6~10%
301~1,000명
설립10년이상
성과급
상여금
커피
사내카페
단체보험
통신비
재택근무
IT, 컨텐츠",287,347,999
223,링크드인,Data Analyst,무신사,Senior Data Analysist,데이터 분석가,999,1,999,999,999,,이력서,입사 지원 > 1차 인터뷰 > 2차 인터뷰 > 최종합격 (일부 포지션은 상황에 따라 전형절차가 변경될 수 있습니다),정규직,풀타임,서울,999,재택 대면 혼합,"데이터 분석, Funnel 분석, 코호트 분석, Retention, A/B 테스트, 지표 설정,  App/Web 서비스 데이터, 사용자 행동 로그","논리적 사고, 분석적 사고, 문제 정의, 가설 검증, 분석 방법론, 인사이트 도출, 커뮤니케이션, 협업 능력, 문제 해결 능력, 경력 7년, 서비스 개선","SQL, GA4,  BigQuery, Amplitude, Databricks","이커머스, 데이터 분석, 통계, 대시보드 구축, 데이터 시각화","협업 능력, 커뮤니케이션, 그로스 해킹, 스타트업 경험",999,패션,2009,1560,5620,중견기업,999,"8,829억 6,535만원",,링크드인 지원,2.8,2.9,2.8,2.7,2.4,2.2,39,36,40,"연봉 업계 평균 이상, 지속 성장중인 기업, 수평적인 기업 문화 ,건강검진
 
 자기계발
 
 복지포인트
 
 연봉상위11~20%
 
 인원급성장
 
 1,001~10,000명
 
 설립10년이상
 
 자율복장
 
 주차
 
 판매, 유통",346,556,https://www.linkedin.com/jobs/search/?currentJobId=3861975203&distance=25&geoId=105149562&keywords=data%20analyst&origin=JOBS_HOME_KEYWORD_HISTORY&refresh=true&start=25
224,링크드인,Data Analyst,Devsisters,[쿠키런: 오븐브레이크] 데이터 분석가,데이터 분석가,상시채용,1,999,999,999,,"이력서, 자기소개서, 포트폴리오/ (필수) 자유 양식의 이력서
(필수) 자기소개서
(선택) 포트폴리오",서류 심사 및 온라인 코딩테스트 - 1차 실무진 면접 - 2차 팀(협업)팀 면접 - 최종 면접,정규직,풀타임,서울,999,대면,"데이터 추출, 데이터 가공, 게임 데이터,","커뮤니케이션, 협업 능력, 문제 정의, 가설 수립, 인사이트 도출","Python, SQL","게임 데이터, App/Web 서비스 데이터, 데이터 분석, 통계","관련 전공, 게임 플레이 경험, 포트폴리오, 데이터 기반 의사결정, 서비스 개선 경험",999,엔터테인먼트,999,319,999,999,999,999,,링크드인 지원,3.5,4,3.3,3.7,3.1,2.8,56,50,31,"퇴사율5%이하
301~1,000명
설립10년이상
리프레시휴가
음료
간식
사택
건강검진
자기계발
어학교육
iMac
연봉상위11~20%
IT, 컨텐츠",166,65,https://www.linkedin.com/jobs/search/?currentJobId=3853743913&distance=25&geoId=105149562&keywords=data%20analyst&origin=JOBS_HOME_KEYWORD_HISTORY&refresh=true&start=25
225,링크드인,Data Analyst,VaynerMedia,Social Insights Analyst (Contract),인사이트 분석가,999,999,0,0,999,999,999,999,계약직,999,서울,999,재택 대면 혼합,"온라인/소셜미디어 분석, 커뮤니티 관리, 미디어 플랫폼, 데이터 추출, 데이터 분석, 소셜 미디어 마케팅, 고객 커뮤니케이션,","커뮤니케이션, 인사이트 도출, 비즈니스 감각, 기술적 이해, 협업 능력, 통찰력, YouTube, Twitter, Instagram, Facebook, TikTok, Chat 애플리케이션과 같은 소셜 미디어 플랫폼에 대한 강력한 친숙함과 이해, 경력 1년","Brandwatch, Sprinklr, Meltwater, Google Studio",999,999,999,마케팅,2009,700,999,999,999,999,,링크드인 지원,999,999,999,999,999,999,999,999,999,999,999,999,https://www.linkedin.com/jobs/search/?currentJobId=3863593257&distance=25&geoId=105149562&keywords=data%20analyst&origin=JOBS_HOME_KEYWORD_HISTORY&refresh=true&start=25
226,링크드인,Data Scientist,씨제이대한통운(CJ대한통운),[TES물류기술연구소] 'Data Scientist (Business분석)',"데이터 사이언티스트, 비즈니스 분석가",999,999,999,999,[우대] 관련 학사,"소프트웨어,컴퓨터공학,산업공학","이력서, 경력기술서, 포트폴리오(선택)
경력 기술서는 필수 첨부 부탁드립니다.
 포함 내용: 경력사항(부서/직급), 프로젝트(진행기간/업무내용/활용Skill/결과 등), 이직사유
 경력 기술서는 지원 직무에 맞춰 본인의 역량을 보여줄 수 있도록 기여한 프로젝트 위주로 상세히 작성 바랍니다.
","서류전형 – Test전형 / 1차면접 - 2차면접 - 채용검진, Reference Check - 처우협의",정규직,풀타임,서울,999,재택 대면 혼합,"통계, 머신러닝, 딥러닝, 데이터 분석, 빅데이터, 모델링, 알고리즘, 프레임워크, 모델 개발","논리적 사고, 문제 해결 능력, 커뮤니케이션, 인사이트 도출, 석사, 박사, 경력 7년","Python, SQL, BigQuery, Snowflake, Databricks, Scikit-Learn, Scipy, XGboost, LightGBM, Matplotlib, SHAP","데이터 사이언스, 데이터 분석, 물류, 이커머스, 클라우드 환경, 추천 알고리즘, 강화학습, 머신러닝, 딥러닝, 모델링, 모델 개발, AI 분석 플랫폼 실무 경험","관련 전공, AI 분석 플랫폼 실무 경험, API 개발 경험,","SnowFlake, AWS SageMaker, GCP AutoML",물류,999,6325,999,대기업,999,999,,링크드인 지원,2.8,2.9,2.3,2.6,2.9,2.4,31,44,33,"연봉 업계 평균 이상, 지속 성장중인 기업, 퇴사율 10% 이하, 의료비
 
 자기계발
 
 동호회
 
 연봉상위1%
 
 인원성장
 
 1,001~10,000명
 
 설립10년이상
 
 퇴사율5%이하
 
 대출지원
 
 물류, 운송",533,566,https://www.linkedin.com/jobs/search/?currentJobId=3830762475&geoId=105149562&keywords=Data%20Scientist&location=%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true
227,링크드인,Data Scientist,Boo,Data Scientist – Remote ,데이터 사이언티스트,999,999,0,0,999,,999,999,999,풀타임,서울,999,재택,"데이터 분석, 통계, 모델링, 머신러닝, 딥러닝, 통계적 모델링, 프로그래밍 언어, 데이터 시각화, 빅데이터, 클라우드 환경","문제 해결 능력, 문제 정의, 인사이트 도출, 결과 해석, 액션 도출, 커뮤니케이션, 협업 능력, 컴퓨터 과학/ 통계학/ 수학 학사, 석사 학위, MBTi","Python, R, SQL, Tableau, matplotlib, seaborn, Hadoop, Spark, AWS, Azure",999,999,999,소셜 네트워크,999,5,999,999,999,999,,링크드인 지원,999,999,999,999,999,999,999,999,999,999,999,999,https://www.linkedin.com/jobs/search/?currentJobId=3840495098&geoId=105149562&keywords=Data%20Scientist&location=%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true
228,링크드인,Data Scientist,Amazon Web Services (AWS),Sr. Data Scientist,데이터 사이언티스트,999,999,7,999,관련 석사,"컴퓨터 과학, 수학, 과학",999,999,999,풀타임,서울,999,999,"머신러닝, 딥러닝, 빅데이터, 모델링, 프레임워크","커뮤니케이션, 컴퓨터 과학/ 수학/ 과학 석사, 협업 능력, 경력 5년","Python, Tensorflow, Keras, PyTorch, MXNet","생성형 AI, 클라우드 환경, 머신러닝, 딥러닝, Fine-tuning, 통계","관련 전공, 석사, 박사, 경력","AWS, LLM",클라우드 컴퓨팅,2014,1000,"5,832",중소기업,999,999,,링크드인 지원,999,999,999,999,999,999,999,999,999,999,999,999,https://www.linkedin.com/jobs/search/?currentJobId=3900261239&geoId=105149562&keywords=Data%20Scientist&location=%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true
229,링크드인,Data Scientist,현대자동차,[AVP] Data Scientist,데이터 사이언티스트,999,999,999,999,대졸(4년),,999,이력서,999,풀타임,서울,999,재택 대면 혼합,"데이터 분석, 데이터 마이닝, 머신러닝, 시스템 개발, App/Web 서비스 데이터, 사용자 데이터 기반의 랭킹, 추천 시스템, 개인화 알고리즘, 데이터 시각화, 데이터 처리, 프로그래밍 언어, 실시간 대규모 데이터","경력 3년, 학위","Python, Go, C","데이터 분석, 머신러닝, 딥러닝, 모델링, 알고리즘, 프레임워크","신기술 적용, 논문 적용, 서비스 개선 경험","Tensorflow, PyTorch",모빌리티,999,"69,356","10,492",대기업,999,78조 3백억원,,홈페이지 지원,999,999,999,999,999,999,999,999,999,999,999,999,https://www.linkedin.com/jobs/search/?currentJobId=3902237363&geoId=105149562&keywords=Data%20Scientist&location=%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true
230,링크드인,Data Scientist,현대자동차,[ICT] Data Scientist - 고객판매 데이터분석,데이터 사이언티스트,999,999,999,999, 관련 학사,"통계학, 컴퓨터공학",이력서,999,999,풀타임,서울,999,재택 대면 혼합,"데이터 분석, 인공지능","경력 3년, 통계학/컴퓨터공학 학사",없음,"데이터 분석, 머신러닝, 딥러닝, 모델링, 데이터 시각화, 대용량 데이터 분산 처리, 데이터 마트, 클라우드 환경","개발 지식, 서비스 개선 경험","Spark, HDFS, Hive, MariaDB, Airflow",모빌리티,999,"69,356","10,492",대기업,999,78조 3백억원,,홈페이지 지원,999,999,999,999,999,999,999,999,999,999,999,999,https://www.linkedin.com/jobs/search/?currentJobId=3902235559&geoId=105149562&keywords=Data%20Scientist&location=%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true
231,링크드인,Data Scientist,"QuantumBlack, AI by McKinsey","Data Scientist - QuantumBlack, AI by McKinsey",데이터 사이언티스트,999,999,7,999,"관련 학사,석사,박사","컴퓨터 과학, 기계 학습, 응용 통계, 수학, 공학","영문이력서, 자기소개서, 포트폴리오",999,999,풀타임,서울,999,999,"데이터 과학, 머신러닝, 딥러닝, 모델링, 비즈니스 분석","문제 해결 능력, 영어로 소통, 커뮤니케이션, 협업 능력, 창의력, 컴퓨터 과학/ 응용 통계학/ 수학 학사, 석사, 박사","Python, R, SQL",999,999,999,응용 소프트웨어 개발,999,2500,999,999,999,999,,링크드인 지원,999,999,999,999,999,999,999,999,999,999,999,999,https://www.linkedin.com/jobs/search/?currentJobId=3829079506&geoId=105149562&keywords=Data%20Scientist&location=%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true
